sentiment,headline
negative,"Sweden's AB Volvo  on Thursday warned of stalling truck orders and a challenging adjustment to a ""new normal"" of feebler demand after reporting a smaller-than-expected fall in quarterly operating earnings helped by service sales."
neutral,"Volkswagen AG  is making masks in China for distribution to Volkswagen plant employees in Europe, the German automaker said on Thursday as it prepares to restart European production."
neutral,"Credit Suisse  has bulked up on provisions for expected credit losses and cautioned over uncertainty during the coronavirus outbreak, even as it posted a 75% rise in first-quarter net profit on Thursday, far outpacing expectations."
negative,"The dollar slipped against the currencies of oil-producing states on Thursday, giving up earlier gains as a bounce in crude prices gave succour to markets shaken by the massive coronavirus-induced drop in demand."
positive,"Aston Martin  said on Thursday it plans to restart its St Athan factory in south Wales on May 5 and will also resume operations at Gaydon later, after the coronavirus-led shutdowns forced the luxury car maker to suspend production at both sites."
neutral,The United Auto Workers (UAW) said late Wednesday discussions are still underway with Detroit's Big Three automakers to safely restart U.S. production halted by the coronavirus pandemic.
negative,"South Korean automaker Kia Motors  plans to suspend operations at two of its domestic factories from April 27 to May 10 and again between May 22 to 25, a union official said on Thursday."
neutral,"The United States wants to curb its reliance on China for specialized minerals used to make weapons and high-tech equipment, but it faces a Catch-22."
neutral,"The U.S. government is planning to fund domestic rare earths projects in an attempt to reduce its reliance on China, the global leader of the specialized sector."
neutral,U.S. Treasury Secretary Steven Mnuchin warned on Wednesday that companies that received coronavirus rescue money intended for small businesses could be investigated if it appears they did not really need the money.
neutral,Apple Inc is planning to fix a flaw that a security firm said may have left more than half a billion iPhones vulnerable to hackers.
neutral,"Nissan Motor Co , Renault SA  and Mitsubishi Motors Corp  will draft plans for a deeper alliance next month, including joint development of more electric vehicles (EVs) and self-driving technology, the Yomiuri daily reported."
neutral,"Saudi Arabia is exploring re-routing millions of barrels of oil onboard tankers sailing to the United States if President Donald Trump decides to block imports of crude from the kingdom, shipping and trade sources say."
negative,"Xilinx Inc  on Wednesday forecast first-quarter revenue below estimates and refrained from providing an annual outlook, citing the uncertainty caused by the coronavirus outbreak.    The pandemic has ripped through the semiconductor industry, with lockdown orders interrupting operations and supply chains, even though many plants were eventually allowed to remain open.    Xilinx shares, which closed 5% higher on Wednesday, shed most of those gains in extended trading."
neutral,"The Chinese economy will slowly recover from its first quarterly contraction since current records began, economists predicted in a Reuters poll, but they warned of a likely recession if conditions worsen again from the global coronavirus pandemic."
positive,"The U.S. House of Representatives expects to pass a nearly $500 billion coronavirus relief bill on Thursday but will put off any decision on changing its voting rules during the pandemic, avoiding a potential partisan fight."
neutral,"The Silicon Valley venture capital firm known for its early backing of companies such as Uber Technologies Inc is raising a new fund, but without one of its most prominent general partners, a source close to the firm said on Wednesday."
negative,"Two lessors to Indian carrier SpiceJet Ltd  are in talks to terminate contracts and repossess planes via mutually agreed deals with the airline over missed payments, according to two sources directly involved in the discussions."
neutral,"Delta Air Lines Inc  on Wednesday said it intended to raise $3 billion in debt by offering senior secured notes and entering into a new credit facility, in a bid to combat the slowdown in air travel demand induced by the coronavirus crisis."
negative,"Las Vegas Sands Corp  on Wednesday posted a first-quarter loss as the coronavirus kept consumers at bay, but the casino operator struck an optimistic note as pent-up demand for gambling pointed to a speedy recovery in Asia."
